image	obs	obj	ra	dec	date-obs	jd	filter	stdnumb	zp	zper	seeing	skyval	skysig	ul_3sig	ul_5sig	mag	magerr	aper_dia_pix
hdCalib-LOAO-GRB221009A-20221010-042204-R-300.com.fits	LOAO	GRB221009A	288.2646491	19.7733958	2022-10-10T04:22:04.800	2459862.682	R	932	26.948	0.046	2.508	4989.39	36.315	20.303	19.749	17.553	0.053	4.71
hdCalib-LOAO-GRB221009A-20221011-033921-R-720.com.fits	LOAO	GRB221009A	288.2647566	19.7734285	2022-10-11T03:39:21.600	2459863.652333333	R	1646	27.78	0.05	2.476	5652.8	38.795	21.131	20.576	19.003	0.067	4.43
