name,t,ndflag,mag,magerr,filter,obs
071031 , 0.254305,>,16.9 ,    ,K   ,SMARTS    
080129 , 0.969468,>,21.90,    ,I_C_,SMARTS    
080129 , 0.969468,>,19.70,    ,J   ,SMARTS    
080210 , 0.602300, ,21.7 ,0.5 ,R_C_,Sayan     
080310 , 0.024838, ,18.09,0.07,B   ,SMARTS    
080310 , 0.024838, ,17.61,0.07,V   ,SMARTS    
080310 , 0.024838, ,17.19,0.06,R_C_,SMARTS    
080310 , 0.865104,>,21.20,    ,R_C_,SMARTS    
080310 , 0.017836, ,16.57,0.05,I_C_,SMARTS    
080310 , 0.020868, ,16.65,0.05,I_C_,SMARTS    
080310 , 0.024838, ,16.74,0.05,I_C_,SMARTS    
080310 , 0.028970, ,16.85,0.05,I_C_,SMARTS    
080310 , 0.031852, ,16.94,0.05,I_C_,SMARTS    
080310 , 0.865104,>,20.70,    ,I_C_,SMARTS    
080310 , 0.998738, ,20.98,0.11,I_C_,SMARTS    
080310 , 1.885243, ,21.20,0.11,I_C_,SMARTS    
080310 , 2.846551,>,22.20,    ,I_C_,SMARTS    
080310 , 0.024838, ,15.85,0.07,J   ,SMARTS    
080310 , 0.865104,>,17.9 ,    ,J   ,SMARTS    
080310 , 0.998738,>,19.8 ,    ,J   ,SMARTS    
080310 , 1.885243,>,19.9 ,    ,J   ,SMARTS    
080310 , 2.846551,>,20.0 ,    ,J   ,SMARTS    
080310 , 0.024838, ,15.08,0.06,H   ,SMARTS    
080310 , 0.865104,>,17.30,    ,H   ,SMARTS    
080310 , 0.024838, ,14.37,0.06,K   ,SMARTS    
080310 , 0.865104,>,17.10,    ,K   ,SMARTS    
080330 , 0.025150, ,18.27,0.04,B   ,SMARTS    
080330 , 0.025150, ,17.90,0.04,V   ,SMARTS    
080330 , 0.025150, ,17.59,0.04,R_C_,SMARTS    
080330 , 0.575000, ,21.05,0.10,R_C_,Terskol2  
080330 , 0.654000, ,21.28,0.10,R_C_,Terskol2  
080330 , 4.634803,>,23.30,    ,R_C_,Terskol2  
080330 , 0.017732, ,16.89,0.03,I_C_,SMARTS    
080330 , 0.022118, ,16.99,0.03,I_C_,SMARTS    
080330 , 0.025150, ,17.09,0.03,I_C_,SMARTS    
080330 , 0.030104, ,17.22,0.03,I_C_,SMARTS    
080330 , 0.032581, ,17.34,0.04,I_C_,SMARTS    
080330 , 0.997442, ,21.65,0.09,I_C_,SMARTS    
080330 , 2.009155,>,22.20,    ,I_C_,SMARTS    
080330 , 0.025150, ,16.36,0.07,J   ,SMARTS    
080330 , 0.997442,>,20.10,    ,J   ,SMARTS    
080330 , 2.009155,>,19.90,    ,J   ,SMARTS    
080330 , 0.025150, ,15.76,0.07,H   ,SMARTS    
080330 , 0.025150, ,15.14,0.07,K   ,SMARTS    
080413A, 0.130498, ,20.88,0.1 ,B   ,SMARTS    
080413A, 0.174676, ,21.21,0.08,B   ,SMARTS    
080413A, 0.212257, ,21.75,0.1 ,B   ,SMARTS    
080413A, 1.166887,>,21.50,    ,B   ,SMARTS    
080413A, 0.130498, ,19.95,0.11,V   ,SMARTS    
080413A, 0.174676, ,20.22,0.08,V   ,SMARTS    
080413A, 0.212257, ,20.58,0.09,V   ,SMARTS    
080413A, 1.166887,>,20.80,    ,V   ,SMARTS    
080413A, 0.130498, ,19.25,0.05,R_C_,SMARTS    
080413A, 0.174676, ,19.87,0.07,R_C_,SMARTS    
080413A, 0.212257, ,20.02,0.07,R_C_,SMARTS    
080413A, 1.166887,>,20.70,    ,R_C_,SMARTS    
080413A, 0.130498, ,18.84,0.06,I_C_,SMARTS    
080413A, 0.174676, ,19.26,0.07,I_C_,SMARTS    
080413A, 0.212257, ,19.57,0.06,I_C_,SMARTS    
080413A, 1.141458,>,21.30,    ,I_C_,SMARTS    
080413A, 1.166887,>,20.30,    ,I_C_,SMARTS    
080413A, 0.130498, ,17.80,0.2 ,J   ,SMARTS    
080413A, 0.174676,>,17.80,    ,J   ,SMARTS    
080413A, 0.212257,>,18.0 ,    ,J   ,SMARTS    
080413A, 1.141458,>,19.0 ,    ,J   ,SMARTS    
080413A, 1.166887,>,17.70,    ,J   ,SMARTS    
080413A, 0.130498, ,17.10,0.2 ,H   ,SMARTS    
080413A, 0.174676, ,17.60,0.2 ,H   ,SMARTS    
080413A, 0.212257,>,17.60,    ,H   ,SMARTS    
080413A, 1.166887,>,17.20,    ,H   ,SMARTS    
080413A, 0.130498, ,16.20,0.1 ,K   ,SMARTS    
080413A, 0.174676, ,16.60,0.2 ,K   ,SMARTS    
080413A, 0.212257, ,17.10,0.2 ,K   ,SMARTS    
080413A, 1.166887,>,16.30,    ,K   ,SMARTS    
080810 , 0.159900,>,19.26,    ,B   ,Sayan     
080810 , 0.369734, ,20.45,0.22,B   ,RTT150    
080810 , 0.375289, ,20.33,0.22,B   ,RTT150    
080810 , 0.382210, ,20.45,0.22,B   ,RTT150    
080810 , 0.394259, ,20.67,0.22,B   ,RTT150    
080810 , 0.415984, ,20.84,0.22,B   ,RTT150    
080810 , 0.435347, ,20.83,0.22,B   ,RTT150    
080810 , 0.452199, ,20.86,0.22,B   ,RTT150    
080810 , 0.470023, ,20.77,0.22,B   ,RTT150    
080810 , 0.487535, ,20.80,0.22,B   ,RTT150    
080810 , 0.522581, ,20.81,0.22,B   ,RTT150    
080810 , 0.541400, ,20.78,0.22,B   ,RTT150    
080810 , 0.545347, ,20.85,0.22,B   ,RTT150    
080810 , 0.370891, ,19.79,0.16,V   ,RTT150    
080810 , 0.377014, ,19.69,0.16,V   ,RTT150    
080810 , 0.383946, ,19.67,0.16,V   ,RTT150    
080810 , 0.395417, ,19.81,0.16,V   ,RTT150    
080810 , 0.416632, ,19.83,0.16,V   ,RTT150    
080810 , 0.419907, ,19.71,0.16,V   ,RTT150    
080810 , 0.436331, ,19.94,0.16,V   ,RTT150    
080810 , 0.453194, ,19.81,0.16,V   ,RTT150    
080810 , 0.471018, ,20.21,0.16,V   ,RTT150    
080810 , 0.488125, ,20.30,0.16,V   ,RTT150    
080810 , 0.523565, ,20.19,0.16,V   ,RTT150    
080810 , 0.542384, ,20.29,0.16,V   ,RTT150    
080810 , 0.546354, ,20.18,0.16,V   ,RTT150    
080810 , 1.535651, ,21.40,0.16,V   ,RTT150    
080810 , 2.516073, ,21.92,0.16,V   ,RTT150    
080810 , 0.178600, ,17.98,0.13,R_C_,Sayan     
080810 , 0.202600, ,18.10,0.17,R_C_,Sayan     
080810 , 0.346412, ,19.34,0.11,R_C_,RTT150    
080810 , 0.349108, ,19.28,0.11,R_C_,RTT150    
080810 , 0.352176, ,19.17,0.11,R_C_,RTT150    
080810 , 0.354479, ,19.15,0.11,R_C_,RTT150    
080810 , 0.358356, ,19.24,0.11,R_C_,RTT150    
080810 , 0.360833, ,19.40,0.11,R_C_,RTT150    
080810 , 0.364096, ,19.26,0.11,R_C_,RTT150    
080810 , 0.366955, ,19.22,0.11,R_C_,RTT150    
080810 , 0.368576, ,19.27,0.11,R_C_,RTT150    
080810 , 0.372048, ,19.17,0.11,R_C_,RTT150    
080810 , 0.378750, ,19.34,0.11,R_C_,RTT150    
080810 , 0.386249, ,19.25,0.11,R_C_,RTT150    
080810 , 0.396562, ,19.36,0.11,R_C_,RTT150    
080810 , 0.417870, ,19.34,0.11,R_C_,RTT150    
080810 , 0.433100, ,19.02,0.05,R_C_,AZT-8     
080810 , 0.437315, ,19.47,0.11,R_C_,RTT150    
080810 , 0.454190, ,19.64,0.11,R_C_,RTT150    
080810 , 0.455980, ,19.28,0.16,R_C_,Z-600     
080810 , 0.472002, ,19.50,0.11,R_C_,RTT150    
080810 , 0.489664, ,19.55,0.11,R_C_,RTT150    
080810 , 0.524537, ,19.73,0.11,R_C_,RTT150    
080810 , 0.543391, ,19.60,0.11,R_C_,RTT150    
080810 , 0.547592, ,19.68,0.11,R_C_,RTT150    
080810 , 1.520598, ,20.83,0.11,R_C_,RTT150    
080810 , 2.315000, ,21.36,0.09,R_C_,Maidanak  
080810 , 2.499909, ,21.65,0.11,R_C_,RTT150    
080810 , 4.326000,>,22.30,    ,R_C_,Maidanak  
080810 , 0.373206, ,18.71,0.09,I_C_,RTT150    
080810 , 0.380486, ,18.65,0.09,I_C_,RTT150    
080810 , 0.387986, ,18.66,0.09,I_C_,RTT150    
080810 , 0.397720, ,18.72,0.09,I_C_,RTT150    
080810 , 0.418842, ,18.72,0.09,I_C_,RTT150    
080810 , 0.438310, ,18.80,0.09,I_C_,RTT150    
080810 , 0.455185, ,19.03,0.09,I_C_,RTT150    
080810 , 0.472998, ,19.08,0.09,I_C_,RTT150    
080810 , 0.490625, ,19.06,0.09,I_C_,RTT150    
080810 , 0.525764, ,19.33,0.09,I_C_,RTT150    
080810 , 0.544363, ,19.56,0.09,I_C_,RTT150    
080810 , 1.512531, ,20.02,0.09,I_C_,RTT150    
081008 , 0.163113, ,19.66,0.12,B   ,SMARTS    
081008 , 0.209930, ,19.98,0.12,B   ,SMARTS    
081008 , 0.267280, ,20.51,0.14,B   ,SMARTS    
081008 , 0.163113, ,19.22,0.08,V   ,SMARTS    
081008 , 0.209930, ,19.68,0.09,V   ,SMARTS    
081008 , 0.267280, ,20.03,0.10,V   ,SMARTS    
081008 , 1.223449,>,21.5 ,    ,V   ,SMARTS    
081008 , 0.163113, ,18.45,0.2 ,R_C_,SMARTS    
081008 , 0.209930, ,18.89,0.21,R_C_,SMARTS    
081008 , 0.267280, ,19.3 ,0.21,R_C_,SMARTS    
081008 , 0.163113, ,18.27,0.09,I_C_,SMARTS    
081008 , 0.209930, ,18.62,0.09,I_C_,SMARTS    
081008 , 0.267280, ,18.94,0.10,I_C_,SMARTS    
081008 , 1.223449,>,20.6 ,    ,I_C_,SMARTS    
081008 , 1.274908,>,21.0 ,    ,I_C_,SMARTS    
081008 , 0.163113, ,17.13,0.10,J   ,SMARTS    
081008 , 0.209930, ,17.76,0.15,J   ,SMARTS    
081008 , 0.267280, ,17.92,0.15,J   ,SMARTS    
081008 , 1.223449,>,19.1 ,    ,J   ,SMARTS    
081008 , 1.274908,>,18.9 ,    ,J   ,SMARTS    
081008 , 0.163113, ,16.52,0.10,H   ,SMARTS    
081008 , 0.209930, ,16.91,0.15,H   ,SMARTS    
081008 , 0.267280, ,17.38,0.15,H   ,SMARTS    
081008 , 0.163113, ,16.08,0.10,K   ,SMARTS    
081008 , 0.209930, ,16.02,0.15,K   ,SMARTS    
081008 , 0.267280, ,16.33,0.15,K   ,SMARTS    
081008 , 1.223449,>,17.80,    ,K   ,SMARTS    
090323 , 2.064670, ,21.25,0.04,r'  ,RTT150    
090323 , 5.993400, ,23.10,0.20,R_C_,Shajn     
090323 , 6.157552, ,23.19,0.06,R_C_,NOT       
090323 , 6.998807,>,22.70,    ,R_C_,TLS       
090323 , 6.899000,>,22.70,    ,I_C_,Shajn     
090424 , 0.292726, ,21.13,0.08,B   ,CAHA1     
090424 , 0.263674, ,20.03,0.03,V   ,CAHA1     
090424 , 0.230028, ,19.22,0.06,R_C_,TLS       
090424 , 0.235306, ,19.46,0.04,R_C_,TLS       
090424 , 0.240607, ,19.37,0.04,R_C_,TLS       
090424 , 0.244041, ,19.29,0.10,R_C_,CAHA1     
090424 , 0.245897, ,19.40,0.04,R_C_,TLS       
090424 , 0.251198, ,19.42,0.05,R_C_,TLS       
090424 , 0.256487, ,19.50,0.04,R_C_,TLS       
090424 , 0.261811, ,19.55,0.05,R_C_,TLS       
090424 , 0.267124, ,19.56,0.04,R_C_,TLS       
090424 , 0.272402, ,19.43,0.03,R_C_,TLS       
090424 , 0.277680, ,19.56,0.04,R_C_,TLS       
090424 , 4.18686 , ,21.62,0.03,R_C_,Maidanak  
090424 ,11.322604, ,21.48,0.08,R_C_,CAHA1     
090424 ,12.361112, ,21.84,0.24,R_C_,CAHA1     
090424 ,18.358958, ,21.88,0.08,R_C_,CAHA1     
090424 ,21.336192, ,21.89,0.05,R_C_,CAHA1     
090424 ,24.355694, ,22.25,0.15,R_C_,CAHA1     
090424 ,39.380393, ,22.06,0.24,R_C_,CAHA1     
090424 , 0.250966, ,18.96,0.16,I_C_,CAHA1     
090424 ,12.424919, ,21.44,0.09,I_C_,CAHA2     
